CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
BLU138,02-1865,2015-12-04,2015-11-18,16
BLU138,02-1865,2015-12-15,2015-12-04,11
BLU138,02-1865,2016-01-08,2015-12-15,24
BLU138,02-1865,2016-01-20,2016-01-08,12
BLU138,02-1865,2016-02-03,2016-01-20,14
BLU138,02-1865,2016-06-07,2016-02-03,125
BLU138,02-1865,2016-08-31,2016-06-07,85
BLU138,02-1865,2016-09-23,2016-08-31,23
BLU138,02-1865,2017-01-23,2016-09-23,122
BLU138,02-1865,2017-03-15,2017-01-23,51
BLU138,02-1865,2017-03-22,2017-03-15,7
BLU138,02-1865,2017-06-12,2017-03-22,82
BLU138,02-1865,2017-06-14,2017-06-12,2
BLU138,02-1865,2017-07-03,2017-06-14,19
BLU138,02-1865,2017-07-07,2017-07-03,4
