CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
MOT107,01-4872,2017-03-07,2016-12-09,88
MOT107,01-4872,2017-03-29,2017-03-07,22
MOT107,01-4872,2017-04-04,2017-03-29,6
MOT107,01-4872,2017-04-11,2017-04-04,7
MOT107,01-4872,2017-04-19,2017-04-11,8
MOT107,01-4872,2017-04-24,2017-04-19,5
MOT107,01-4872,2017-05-03,2017-04-24,9
MOT107,01-4872,2017-05-30,2017-05-03,27
MOT107,01-4872,2017-06-14,2017-05-30,15
MOT107,01-4872,2017-06-19,2017-06-14,5
MOT107,01-4872,2017-07-12,2017-06-19,23
MOT107,01-4872,2017-08-07,2017-07-12,26
MOT107,01-4872,2017-09-29,2017-08-07,53
MOT107,01-4872,2017-10-31,2017-09-29,32
MOT107,01-4872,2017-11-20,2017-10-31,20
