CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
MID156,02-2974,2016-02-01,2015-09-09,145
MID156,02-2974,2016-02-04,2016-02-01,3
MID156,02-2974,2016-03-08,2016-02-04,33
MID156,02-2974,2016-04-07,2016-03-08,30
MID156,02-2974,2016-04-13,2016-04-07,6
MID156,02-2974,2016-04-14,2016-04-13,1
MID156,02-2974,2016-04-27,2016-04-14,13
MID156,02-2974,2016-05-06,2016-04-27,9
MID156,02-2974,2016-05-11,2016-05-06,5
MID156,02-2974,2016-05-18,2016-05-11,7
MID156,02-2974,2016-08-17,2016-05-18,91
MID156,02-2974,2016-09-06,2016-08-17,20
MID156,02-2974,2016-09-08,2016-09-06,2
MID156,02-2974,2016-09-14,2016-09-08,6
MID156,02-2974,2016-10-03,2016-09-14,19
MID156,02-2974,2016-10-05,2016-10-03,2
