CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
HAV106,02-3445,2015-06-25,2015-05-29,27
HAV106,02-3445,2015-08-20,2015-06-25,56
HAV106,02-3445,2015-10-07,2015-08-20,48
HAV106,02-3445,2015-10-29,2015-10-07,22
HAV106,02-3445,2015-12-16,2015-10-29,48
HAV106,02-3445,2016-01-04,2015-12-16,19
HAV106,02-3445,2016-04-20,2016-01-04,107
HAV106,02-3445,2016-05-24,2016-04-20,34
HAV106,02-3445,2016-07-19,2016-05-24,56
HAV106,02-3445,2016-08-17,2016-07-19,29
HAV106,02-3445,2017-01-24,2016-08-17,160
HAV106,02-3445,2017-01-26,2017-01-24,2
HAV106,02-3445,2017-05-31,2017-01-26,125
HAV106,02-3445,2017-08-03,2017-05-31,64
HAV106,02-3445,2017-11-01,2017-08-03,90
