CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
ROX105,04-0670,2015-07-07,2015-06-01,36
ROX105,04-0670,2015-08-11,2015-07-07,35
ROX105,04-0670,2015-08-25,2015-08-11,14
ROX105,04-0670,2015-09-01,2015-08-25,7
ROX105,04-0670,2015-10-06,2015-09-01,35
ROX105,04-0670,2015-11-17,2015-10-06,42
ROX105,04-0670,2015-11-24,2015-11-17,7
ROX105,04-0670,2015-12-17,2015-11-24,23
ROX105,04-0670,2016-01-12,2015-12-17,26
ROX105,04-0670,2016-01-26,2016-01-12,14
ROX105,04-0670,2016-02-11,2016-01-26,16
ROX105,04-0670,2016-04-05,2016-02-11,54
ROX105,04-0670,2016-04-26,2016-04-05,21
ROX105,04-0670,2016-05-24,2016-04-26,28
ROX105,04-0670,2016-05-27,2016-05-24,3
ROX105,04-0670,2016-07-14,2016-05-27,48
ROX105,04-0670,2016-08-11,2016-07-14,28
