CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
BUT120,02-2975,2016-09-10,2016-09-08,2
BUT120,02-2975,2016-09-15,2016-09-10,5
BUT120,02-2975,2016-10-21,2016-09-15,36
BUT120,02-2975,2016-11-03,2016-10-21,13
BUT120,02-2975,2016-11-22,2016-11-03,19
BUT120,02-2975,2016-12-06,2016-11-22,14
BUT120,02-2975,2016-12-14,2016-12-06,8
BUT120,02-2975,2017-01-18,2016-12-14,35
BUT120,02-2975,2017-02-21,2017-01-18,34
BUT120,02-2975,2017-03-14,2017-02-21,21
BUT120,02-2975,2017-04-28,2017-03-14,45
BUT120,02-2975,2017-05-10,2017-04-28,12
BUT120,02-2975,2017-06-30,2017-05-10,51
BUT120,02-2975,2017-07-03,2017-06-30,3
BUT120,02-2975,2017-08-03,2017-07-03,31
BUT120,02-2975,2017-08-14,2017-08-03,11
BUT120,02-2975,2017-08-23,2017-08-14,9
BUT120,02-2975,2017-09-07,2017-08-23,15
BUT120,02-2975,2017-09-28,2017-09-07,21
BUT120,02-2975,2017-10-06,2017-09-28,8
BUT120,02-2975,2017-11-17,2017-10-06,42
BUT120,02-2975,2017-11-29,2017-11-17,12
