CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
DAR117,02-1296,2015-12-14,2015-12-08,6
DAR117,02-1296,2016-02-25,2015-12-14,73
DAR117,02-1296,2016-03-01,2016-02-25,5
DAR117,02-1296,2016-04-11,2016-03-01,41
DAR117,02-1296,2016-04-21,2016-04-11,10
DAR117,02-1296,2016-05-11,2016-04-21,20
DAR117,02-1296,2016-05-27,2016-05-11,16
DAR117,02-1296,2016-06-23,2016-05-27,27
DAR117,02-1296,2016-06-28,2016-06-23,5
DAR117,02-1296,2016-08-23,2016-06-28,56
DAR117,02-1296,2016-08-30,2016-08-23,7
DAR117,02-1296,2016-10-28,2016-08-30,59
DAR117,02-1296,2016-12-01,2016-10-28,34
DAR117,02-1296,2016-12-08,2016-12-01,7
DAR117,02-1296,2017-01-18,2016-12-08,41
DAR117,02-1296,2017-02-10,2017-01-18,23
DAR117,02-1296,2017-02-14,2017-02-10,4
DAR117,02-1296,2017-03-10,2017-02-14,24
DAR117,02-1296,2017-04-03,2017-03-10,24
DAR117,02-1296,2017-06-29,2017-04-03,87
DAR117,02-1296,2017-07-12,2017-06-29,13
DAR117,02-1296,2017-07-25,2017-07-12,13
DAR117,02-1296,2017-09-20,2017-07-25,57
DAR117,02-1296,2017-10-02,2017-09-20,12
DAR117,02-1296,2017-12-04,2017-10-02,63
