CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
MIR104,02-6801,2016-11-16,2016-10-20,27
MIR104,02-6801,2016-12-01,2016-11-16,15
MIR104,02-6801,2016-12-21,2016-12-01,20
MIR104,02-6801,2017-01-16,2016-12-21,26
MIR104,02-6801,2017-02-02,2017-01-16,17
MIR104,02-6801,2017-02-09,2017-02-02,7
MIR104,02-6801,2017-03-02,2017-02-09,21
MIR104,02-6801,2017-03-09,2017-03-02,7
MIR104,02-6801,2017-04-11,2017-03-09,33
MIR104,02-6801,2017-04-20,2017-04-11,9
MIR104,02-6801,2017-05-16,2017-04-20,26
MIR104,02-6801,2017-06-02,2017-05-16,17
MIR104,02-6801,2017-06-08,2017-06-02,6
MIR104,02-6801,2017-06-23,2017-06-08,15
MIR104,02-6801,2017-06-29,2017-06-23,6
MIR104,02-6801,2017-07-18,2017-06-29,19
MIR104,02-6801,2017-08-02,2017-07-18,15
MIR104,02-6801,2017-11-28,2017-08-02,118
