CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
D&H102,02-6110,2016-04-19,2016-03-09,41
D&H102,02-6110,2016-05-11,2016-04-19,22
D&H102,02-6110,2016-05-24,2016-05-11,13
D&H102,02-6110,2016-06-02,2016-05-24,9
D&H102,02-6110,2016-06-28,2016-06-02,26
D&H102,02-6110,2016-09-12,2016-06-28,76
D&H102,02-6110,2016-09-20,2016-09-12,8
D&H102,02-6110,2016-10-03,2016-09-20,13
D&H102,02-6110,2016-11-02,2016-10-03,30
D&H102,02-6110,2016-12-19,2016-11-02,47
D&H102,02-6110,2016-12-21,2016-12-19,2
D&H102,02-6110,2016-12-30,2016-12-21,9
