CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
SNA100,02-0696,2016-10-17,2016-10-14,3
SNA100,02-0696,2016-11-11,2016-10-17,25
SNA100,02-0696,2017-01-03,2016-11-11,53
SNA100,02-0696,2017-01-04,2017-01-03,1
SNA100,02-0696,2017-01-05,2017-01-04,1
SNA100,02-0696,2017-02-15,2017-01-05,41
SNA100,02-0696,2017-04-03,2017-02-15,47
SNA100,02-0696,2017-04-13,2017-04-03,10
SNA100,02-0696,2017-05-15,2017-04-13,32
SNA100,02-0696,2017-06-14,2017-05-15,30
SNA100,02-0696,2017-07-03,2017-06-14,19
SNA100,02-0696,2017-07-10,2017-07-03,7
SNA100,02-0696,2017-07-14,2017-07-10,4
SNA100,02-0696,2017-09-05,2017-07-14,53
SNA100,02-0696,2017-10-04,2017-09-05,29
SNA100,02-0696,2017-10-16,2017-10-04,12
SNA100,02-0696,2017-11-03,2017-10-16,18
