CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
MET163,02-2935,2015-05-15,2015-05-08,7
MET163,02-2935,2015-11-02,2015-05-15,171
MET163,02-2935,2015-12-21,2015-11-02,49
MET163,02-2935,2016-02-16,2015-12-21,57
MET163,02-2935,2016-03-04,2016-02-16,17
MET163,02-2935,2016-04-06,2016-03-04,33
MET163,02-2935,2016-04-20,2016-04-06,14
MET163,02-2935,2016-04-22,2016-04-20,2
MET163,02-2935,2016-05-09,2016-04-22,17
MET163,02-2935,2016-10-05,2016-05-09,149
MET163,02-2935,2016-11-04,2016-10-05,30
MET163,02-2935,2017-01-13,2016-11-04,70
MET163,02-2935,2017-02-15,2017-01-13,33
MET163,02-2935,2017-03-03,2017-02-15,16
MET163,02-2935,2017-03-27,2017-03-03,24
MET163,02-2935,2017-04-07,2017-03-27,11
