CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
BRI154,02-6384,2015-10-30,2015-10-26,4
BRI154,02-6384,2016-01-25,2015-10-30,87
BRI154,02-6384,2016-04-04,2016-01-25,70
BRI154,02-6384,2016-04-19,2016-04-04,15
BRI154,02-6384,2016-05-04,2016-04-19,15
BRI154,02-6384,2016-05-06,2016-05-04,2
BRI154,02-6384,2016-08-02,2016-05-06,88
BRI154,02-6384,2016-08-24,2016-08-02,22
BRI154,02-6384,2016-09-08,2016-08-24,15
BRI154,02-6384,2016-10-17,2016-09-08,39
BRI154,02-6384,2016-10-18,2016-10-17,1
BRI154,02-6384,2016-11-07,2016-10-18,20
BRI154,02-6384,2016-12-05,2016-11-07,28
BRI154,02-6384,2016-12-19,2016-12-05,14
BRI154,02-6384,2016-12-29,2016-12-19,10
BRI154,02-6384,2017-01-31,2016-12-29,33
BRI154,02-6384,2017-02-01,2017-01-31,1
BRI154,02-6384,2017-06-15,2017-02-01,134
BRI154,02-6384,2017-07-17,2017-06-15,32
BRI154,02-6384,2017-08-03,2017-07-17,17
