CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
SUT110,09-9758,2015-07-15,2015-06-12,33
SUT110,09-9758,2015-08-19,2015-07-15,35
SUT110,09-9758,2015-09-18,2015-08-19,30
SUT110,09-9758,2015-10-27,2015-09-18,39
SUT110,09-9758,2015-12-01,2015-10-27,35
SUT110,09-9758,2015-12-23,2015-12-01,22
SUT110,09-9758,2016-01-05,2015-12-23,13
SUT110,09-9758,2016-01-26,2016-01-05,21
SUT110,09-9758,2016-02-11,2016-01-26,16
SUT110,09-9758,2016-03-09,2016-02-11,27
SUT110,09-9758,2016-03-31,2016-03-09,22
SUT110,09-9758,2016-04-14,2016-03-31,14
SUT110,09-9758,2016-04-21,2016-04-14,7
