CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
AYP100,SPC1362,2016-02-09,2016-01-27,13
AYP100,SPC1362,2016-04-05,2016-02-09,56
AYP100,SPC1362,2016-04-19,2016-04-05,14
AYP100,SPC1362,2016-05-02,2016-04-19,13
AYP100,SPC1362,2016-05-16,2016-05-02,14
AYP100,SPC1362,2016-06-20,2016-05-16,35
AYP100,SPC1362,2016-07-06,2016-06-20,16
AYP100,SPC1362,2016-08-05,2016-07-06,30
