CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
WIL149,02-6776,2015-11-05,2015-07-14,114
WIL149,02-6776,2015-11-19,2015-11-05,14
WIL149,02-6776,2016-01-07,2015-11-19,49
WIL149,02-6776,2016-01-12,2016-01-07,5
WIL149,02-6776,2016-01-19,2016-01-12,7
WIL149,02-6776,2016-02-25,2016-01-19,37
WIL149,02-6776,2016-03-15,2016-02-25,19
WIL149,02-6776,2016-04-25,2016-03-15,41
WIL149,02-6776,2016-05-16,2016-04-25,21
WIL149,02-6776,2016-05-19,2016-05-16,3
WIL149,02-6776,2016-05-25,2016-05-19,6
WIL149,02-6776,2016-05-31,2016-05-25,6
WIL149,02-6776,2016-06-02,2016-05-31,2
WIL149,02-6776,2016-07-26,2016-06-02,54
WIL149,02-6776,2016-08-30,2016-07-26,35
WIL149,02-6776,2016-09-01,2016-08-30,2
WIL149,02-6776,2016-09-15,2016-09-01,14
WIL149,02-6776,2016-09-29,2016-09-15,14
WIL149,02-6776,2016-10-25,2016-09-29,26
WIL149,02-6776,2016-11-01,2016-10-25,7
WIL149,02-6776,2016-11-15,2016-11-01,14
WIL149,02-6776,2016-11-29,2016-11-15,14
WIL149,02-6776,2016-12-06,2016-11-29,7
WIL149,02-6776,2016-12-22,2016-12-06,16
WIL149,02-6776,2017-01-05,2016-12-22,14
WIL149,02-6776,2017-01-24,2017-01-05,19
WIL149,02-6776,2017-02-07,2017-01-24,14
WIL149,02-6776,2017-02-14,2017-02-07,7
WIL149,02-6776,2017-03-02,2017-02-14,16
