CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
PAT155,01-6871,2015-05-08,2015-05-01,7
PAT155,01-6871,2015-05-15,2015-05-08,7
PAT155,01-6871,2015-06-05,2015-05-15,21
PAT155,01-6871,2015-06-29,2015-06-05,24
PAT155,01-6871,2015-08-07,2015-06-29,39
PAT155,01-6871,2015-08-19,2015-08-07,12
PAT155,01-6871,2015-09-02,2015-08-19,14
PAT155,01-6871,2015-09-04,2015-09-02,2
PAT155,01-6871,2015-09-25,2015-09-04,21
PAT155,01-6871,2015-10-09,2015-09-25,14
PAT155,01-6871,2015-10-27,2015-10-09,18
PAT155,01-6871,2015-11-03,2015-10-27,7
PAT155,01-6871,2016-03-14,2015-11-03,132
PAT155,01-6871,2016-04-12,2016-03-14,29
