CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
UCP101,02-1404,2015-06-02,2015-05-12,21
UCP101,02-1404,2015-06-30,2015-06-02,28
UCP101,02-1404,2015-07-29,2015-06-30,29
UCP101,02-1404,2015-08-25,2015-07-29,27
UCP101,02-1404,2015-09-02,2015-08-25,8
UCP101,02-1404,2015-09-04,2015-09-02,2
UCP101,02-1404,2015-12-22,2015-09-04,109
UCP101,02-1404,2016-02-16,2015-12-22,56
UCP101,02-1404,2016-04-04,2016-02-16,48
UCP101,02-1404,2016-04-05,2016-04-04,1
UCP101,02-1404,2016-07-14,2016-04-05,100
UCP101,02-1404,2016-09-26,2016-07-14,74
UCP101,02-1404,2016-11-09,2016-09-26,44
