CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
S&W100,02-7112,2015-09-08,2015-06-04,96
S&W100,02-7112,2015-10-08,2015-09-08,30
S&W100,02-7112,2015-11-05,2015-10-08,28
S&W100,02-7112,2015-12-03,2015-11-05,28
S&W100,02-7112,2015-12-22,2015-12-03,19
S&W100,02-7112,2016-01-07,2015-12-22,16
