CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
SLO100,02-0308,2016-01-29,2015-08-06,176
SLO100,02-0308,2016-06-23,2016-01-29,146
SLO100,02-0308,2016-08-12,2016-06-23,50
SLO100,02-0308,2016-09-06,2016-08-12,25
SLO100,02-0308,2016-09-19,2016-09-06,13
SLO100,02-0308,2016-09-21,2016-09-19,2
SLO100,02-0308,2016-09-22,2016-09-21,1
SLO100,02-0308,2017-06-09,2016-09-22,260
SLO100,02-0308,2017-08-07,2017-06-09,59
SLO100,02-0308,2017-09-05,2017-08-07,29
SLO100,02-0308,2017-10-19,2017-09-05,44
SLO100,02-0308,2017-12-07,2017-10-19,49
