CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
ROO102,02-5031,2016-12-19,2016-12-07,12
ROO102,02-5031,2016-12-23,2016-12-19,4
ROO102,02-5031,2016-12-27,2016-12-23,4
ROO102,02-5031,2017-01-20,2016-12-27,24
ROO102,02-5031,2017-02-07,2017-01-20,18
ROO102,02-5031,2017-02-08,2017-02-07,1
ROO102,02-5031,2017-02-21,2017-02-08,13
ROO102,02-5031,2017-03-02,2017-02-21,9
ROO102,02-5031,2017-03-06,2017-03-02,4
ROO102,02-5031,2017-03-15,2017-03-06,9
ROO102,02-5031,2017-03-27,2017-03-15,12
ROO102,02-5031,2017-04-05,2017-03-27,9
ROO102,02-5031,2017-07-10,2017-04-05,96
ROO102,02-5031,2017-07-25,2017-07-10,15
ROO102,02-5031,2017-08-07,2017-07-25,13
ROO102,02-5031,2017-08-29,2017-08-07,22
ROO102,02-5031,2017-09-26,2017-08-29,28
ROO102,02-5031,2017-10-05,2017-09-26,9
ROO102,02-5031,2017-10-24,2017-10-05,19
ROO102,02-5031,2017-11-08,2017-10-24,15
ROO102,02-5031,2017-11-13,2017-11-08,5
ROO102,02-5031,2017-11-24,2017-11-13,11
