CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
BUY123,02-6202,2015-09-25,2015-07-08,79
BUY123,02-6202,2015-10-08,2015-09-25,13
BUY123,02-6202,2015-10-13,2015-10-08,5
BUY123,02-6202,2015-11-25,2015-10-13,43
BUY123,02-6202,2016-03-23,2015-11-25,119
BUY123,02-6202,2016-06-13,2016-03-23,82
BUY123,02-6202,2016-07-09,2016-06-13,26
BUY123,02-6202,2016-08-08,2016-07-09,30
BUY123,02-6202,2016-09-02,2016-08-08,25
BUY123,02-6202,2016-09-28,2016-09-02,26
BUY123,02-6202,2016-11-03,2016-09-28,36
BUY123,02-6202,2016-11-18,2016-11-03,15
