CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
CAJ100,02-7222,2017-08-14,2017-07-24,21
CAJ100,02-7222,2017-08-16,2017-08-14,2
CAJ100,02-7222,2017-08-26,2017-08-16,10
CAJ100,02-7222,2017-08-29,2017-08-26,3
CAJ100,02-7222,2017-09-21,2017-08-29,23
CAJ100,02-7222,2017-09-26,2017-09-21,5
CAJ100,02-7222,2017-10-23,2017-09-26,27
CAJ100,02-7222,2017-10-30,2017-10-23,7
CAJ100,02-7222,2017-10-31,2017-10-30,1
CAJ100,02-7222,2017-11-21,2017-10-31,21
CAJ100,02-7222,2017-11-27,2017-11-21,6
CAJ100,02-7222,2017-11-30,2017-11-27,3
CAJ100,02-7222,2017-12-07,2017-11-30,7
