CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
ORE102,01-8123,2016-03-30,2016-03-07,23
ORE102,01-8123,2016-09-26,2016-03-30,180
ORE102,01-8123,2016-10-03,2016-09-26,7
ORE102,01-8123,2016-10-05,2016-10-03,2
ORE102,01-8123,2016-10-10,2016-10-05,5
ORE102,01-8123,2016-10-20,2016-10-10,10
ORE102,01-8123,2016-12-08,2016-10-20,49
ORE102,01-8123,2017-02-15,2016-12-08,69
ORE102,01-8123,2017-05-18,2017-02-15,92
ORE102,01-8123,2017-09-06,2017-05-18,111
ORE102,01-8123,2017-09-21,2017-09-06,15
ORE102,01-8123,2017-10-24,2017-09-21,33
ORE102,01-8123,2017-10-25,2017-10-24,1
