CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
NOV110,02-3615,2016-02-15,2015-12-17,60
NOV110,02-3615,2016-03-11,2016-02-15,25
NOV110,02-3615,2016-03-31,2016-03-11,20
NOV110,02-3615,2016-04-13,2016-03-31,13
NOV110,02-3615,2016-05-13,2016-04-13,30
NOV110,02-3615,2016-06-13,2016-05-13,31
NOV110,02-3615,2016-07-07,2016-06-13,24
NOV110,02-3615,2016-09-16,2016-07-07,71
NOV110,02-3615,2016-09-20,2016-09-16,4
NOV110,02-3615,2016-09-21,2016-09-20,1
NOV110,02-3615,2016-11-23,2016-09-21,63
NOV110,02-3615,2016-12-15,2016-11-23,22
NOV110,02-3615,2016-12-28,2016-12-15,13
